38224737,$NTRS,"Insider Trading: Clair St Unloaded 5,838 Shares"
36006797,$VZ,Files Lawsuit Against Verizon
719571596462133200,$GOOGL,looks to have a solid 2016;$;high-teens EPS growth
709411365299982300,$SUNE,$FIT and $SUNE have not changed.
719550842475393000,$SBUX,doubled the number
23547862,$KNDI,that is a positive as top notch Investor DD can be trusted
6178538,$MSFT,The Best Stocks for 2012
719508310207111200,$SIRI,added;$;new subscribers
719535831040401400,$NFLX,Market seems like it's about to roll over here;$;Look out below!
30856626,$AAPL,Apple's category to win
31132360,$IMRS,"bullish story intact,evenif the market rolls over"
37935490,$ONTY,Continues to base as debate linger;$;Downside limited
719532032305573900,$NFLX,Our updated #core4 portfolio
37892470,$VNDA,"after this news, it has nothing left. Don't keep it anymor"
719614954500857900,$DISCA,Highest call to put ratio
708410688230842400,$PDCO,top-rated
17785769,$GS,Current holdings via options;$;Long:
719551394798268400,$WM,Watchlist Top Stocks
11875799,$AAPL,could be testing $425 in days
5514207,$BHP,$BHP +3.04%
37450150,$DIA,Time to stomp on some dreams.
719915914120921100,$DUST,Sold all:
9738169,$EDU,arrg no go I am out of round #2
8213941,$AAPL,short term fund/redemption liquidations
719861575759372300,$FB,$FB down 7.5% from this #bearish pattern;$;impressive bearish move
31143613,$SNE,Largest Online Gaming Market
709176395461750800,$GOOG,Would like to see upside break in channel this week
5835477,$EUR,European Debt once again Keeps Stocks Down
6445155,$MFLX,lookin 4 short opt here
719726286227132400,$FB,Long on $FB
5784142,$AIS,still no real movement;$;i'm on the sidelines
31518357,$VXX,Another great day with millions in gain;$;shorts get caught in the tall grass
5398884,$KBE,moves up to my TR1 long watchlist.
8351517,$AAPL,a laggard;$;Nothing to get excited about IMO;$;is underperforming the market
719905344957222900,$GOOG,"Google, IBM, ARM And AMD Begin The Assault On Intel's Server Franchise"
719644552047362000,$NFLX,weak outlook
33623906,$AAPL,Will join Dow Jones this month'Replacing
719909604654624800,$VZ,Most bullish stocks on Twitter during this dip
719582832541179900,$TSLA,red
719546315332546600,$MAR,being accumulated all day
711113383341199400,$ABC,ses warrants to buy $1.17B & 14.97% of AmerisourceBergen(PBR16) shares
719493174167625700,$AAPL,Iraq Boosts Oil Production to Record
709834259687710700,$MNK,Biggest Market Losers
719528163596873700,$BBBY,Added more $BBBY;$;Still a very profitable merchant with profitable stores
29289791,$IFF,Stochastic Sell Signal
37312789,$STLD,huge buy in all these names
36297090,$GILD,Max Pain = 101.00
5422915,$OIL,$OIL +2.76%
32728385,$AAPL,Everyone is buying calls EOD Friday
709723193125175300,$WMT,consumers keep cautious stance
11204903,$SLV,but decent supt here-expect some upside
19607999,$AMZN,swing short
709779449663721500,$FLT,Short Setups Looking Nice....Really Nice
19388705,$UL,new 'large player sells'
12800394,$BBRY,must be very exciting to have it
5526621,$UUP,"Down On The Day, The Week, The Month, And The Year"
11983857,$AAPL,$aapl interesting that all these positive stories are coming out the past few day
719644552047362000,$VG,Plunged
7399381,$IWC,Equity indexes working on a positive engulfing for March
20469877,$BEAT,Hope your not short
709723193125175300,$HD,consumers keep cautious stance
12196849,$TNA,with upcoming first support in a few days or weeks!
9416020,$SPY,Earnings growth looks dim;$; current multiple high
9742736,$WMT,Multi-year stock breakouts
710525327072583700,$FB,Timing is everything and the time is now for Canna Security America
719587542337720300,$YHOO,could see a nice pop if bids come in higher than expected
18567587,$AMCN,pushing highs
719525586863988700,$FB,turns back down in early trading
5582309,$HITK,Resuming advance into new historical highs
9358281,$PPG,I am liking it for an upside break
5419254,$SPX,Not So Pretty Longer Look
29685449,$OIL,Oil slid to a four-year low after;$;#OPEC kept its oil production unchange
708375808793026600,$SPY,Flat week
22100916,$FB,eod run :)
17454753,$TSLA,Long
719530996681568300,$FXE,Another Sell Rating
719562665081737200,$TSLA,AAPL could jump 50% partnering with Tsla
709776718026768400,$NKE,China February Retail Sales: E-Commerce Remains Resilient
719732320404709400,$ROST,TOP 5 STOCK PICKS
18183440,$SIRI,LONG!!
21026010,$CDTI,today's momentum movers
709731726726193200,$VRX,the most trending
719891468173844500,$FB,Looking for a strong bounce;$;Lunchtime rally coming
719599977480253400,$WFC,Stocks Higher In Afternoon Trade
709787137881858000,$AMZN,Time to go long $AMZN?
719888646241955800,$AIG,First quarter is amazing
37048093,$FTNT,$FTNT new high..
719576182941958100,$FB,technology;$;help users
13152807,$AAPL,next resistance should be around
719520260181909500,$TSLA,bulls defend
719753696339472400,$AAPL,Has broken its downtrend
719872154641244200,$SBUX,Slips on Downgrade
709389876295110700,$BITA,long
719849703106551800,$CRM,Pie In The Sky
9162226,$SBUX,hottest part of tech;$;$SBUX deal
5386257,$RIMM,Its a great company;$;Needs buyers
719515579372077000,$SPY,Added long at friday close
22780978,$TLT,$IEF bullish. $TLT too.
11238707,$UVXY,Back in the saddle again
710158462253142000,$QQQ,"if one is to go long, money rotating into large cap tech"
719616495962067000,$GOOGL,Seeing Competition
719533378698100700,$C,We See More Reasons To Be Cautious
8499556,$ACAD,up another .03 in AH;$;it has a long way to go to find resistence
38895736,$QJPN,3 Top Japan ETFs To Surge Higher In 2H
709777793798656000,$WSM,Unusual Call Activity
13024560,$AAPL,"Ron Johnson tried, and failed, to inject a bit of Apple culture into JC Penney"
719506353421709300,$COST,A Premier Retail Dividend Play
35257107,$BB.CA,BlackBerry Messenger is second only to Facebook in user loyalty
8260657,$ARNA,up for sale!
710827150266355700,$ADBE,nice fade from the bell
39047349,$ASMB,Stochastic Overbought
709765994416365600,$WFM,$WFM may feel price competition
719534447771697200,$TSLA,users on Vetr are bearish;$;indicating a SELL Rating
709743356428025900,$AAPL,up 1%
10602596,$CHMT,breakouts
719571428060766200,$TSLA,RECALL
39047349,$ALR,Stochastic Overbought
719796218071621600,$AAPL,Sell Rating;$;In Need Of Innovation
10920221,$BAC,buying opportunity
710142505493405700,$TSLA,will like $TSLA to the end
14140852,$SPLS,Google Will Soon Start Selling Chromebooks At Walmart And Staples
6267912,$AAPL,analysts have the martian orders way too high theyll never hit it!
709973585226571800,$JD,massive new $JD headquarters;$;Not much slowdown to be detected
5721348,$SPY,Nice little cup-and-handle shaping up;$;favours a good day for the index
719849703106551800,$CHKP,Pie In The Sky
25571322,$DNKN,Inside week buy triggers
5441240,$FAST,stocks insiders are bullish on
9982140,$VVUS,moving up again
708406053973659600,$TWTR,recessions;$;declines
719693593066258400,$GOOG,Google dividend - 0%
5614354,$MVIS,gets NASDAQ Delisting Notice;$;board will quit diluting the shares
32427089,$STX,Quality Stocks With High Cash Returns
15946770,$IRE,Is It Finally the Right Time to Invest in National Bank of Greece?;$;$IRE
709431643363213300,$TSLA,Loves What It Sees
719535209423593500,$YHOO,bounce & retreats;$;Not short by any means
14655289,$SPY,still wants higher I think.
28061995,$PCLN,Crazy market up down up down up down
25571322,$LOCO,Inside week buy triggers
7040295,$NIHD,insiders got this one wrong;$;Looking for bottom;$;Rsi under 30
24815315,$IBB,good comeback
709411365299982300,$SH,$SH has got potential
719891971360165900,$SBUX,eading for the 200DMA and certain doom
710211237058093000,$AXP,Oil To Break Out;$;Adding Chevron
21024991,$TSLA,stopped out
32349177,$HAL,Potential continuation Uptrend
39048817,$NBG,spikes its lows;$;lower it will go
34122674,$AMBA,$amba down
719615643918577700,$AAPL,its a must buy
21174505,$ADBE,"$ADBE shorted, there was only 1% short float"
25032300,$AAPL,me gusta
708399906990329900,$ISRG,Rally Friday!;$;#new52weekhighs;$;p over 31%
719572285170933800,$TSLA,$TSLA in the news - not good
32753195,$BITA,delivering the goods again let's see if that can spill over in other chinese internet names
5806487,$NFLX,companies shld be worried about iCloud
13088382,$GOOG,
719864087132442600,$DAL,GevoÃ¢â‚¬â„¢s Alcohol to Jet Fuel Now Eligible to be Used for Commercial Flight
709758795648409600,$FB,$FB gone green on day
7737263,$INCY,$INCY +100
719493174167625700,$UWTI,Iraq Boosts Oil Production to Record
19500150,$F,expects earnings to maintain healthy growth in the year ahead;$;The companyÃ¢â‚¬â„¢s share price gained
10413981,$AAPL,Sees Downside to $425
719467784007192600,$CTXS,Citrix Systems Inc $CTXS Position Increased by Mizuho
9999828,$FB,Nice buyable intraday dip right here
719864087132442600,$SPY,GevoÃ¢â‚¬â„¢s Alcohol to Jet Fuel Now Eligible to be Used for Commercial Flight
17610673,$MSFT,will lose at least $1B;$;may not be profitable for another year or so after that
5554666,$GMCR,waterfall ahead?
710863854381563900,$VXX,Unusual Call Activity
719535506980266000,$DIS,Nice day rally!
38563467,$BBRY,$BBRY smack down looks legitimate;$;$GS $MS;$;are playing ignorant
5795737,$GD,13F Shows New Stakes in
14756968,$AAPL,$AAPL;$;had a big GROWING success for years
708416296665399300,$CSCO,still have positive market bias;$;Sharp Rally In Low-Quality Stocks Points To Ongoing Market Gains
710060125063614500,$NFLX,SELL ;$;$NFLX
15928669,$FRS,$FRS #Restaurants 24.75+9%
719661137411747800,$CSCO,cuts outlook down
719519136318169100,$FB,cracking lower early;$;$short;$;#correction
17785769,$V,Current holdings via options;$;Long:
719720776027353100,$STX,Biggest gainers today large caps
710532117164232700,$CTXS,New MACD signal created on
12799689,$AAPL,$AAPL cleary surpassed their BB
8123917,$AAPL,broke descending channel
709362616578154500,$GOOG,more complex challenges
710822084579086300,$SPY,Markets Back in Black for 2016
709834259687710700,$SID,Biggest Market Losers
12790708,$NOK,Nice pop today;$;Told ya we would be green
719873426136150000,$SBUX,Deutsche Bank Downgraded Starbucks Co
719609967565803500,$AMS,$AMS (Ahold) has 5%
8308437,$KORS,Should rise again 2morrow
24504842,$KGC,looking to add a gold miner and possibly lower pe tech name into close
37340646,$ZIOP,sucker rallies;$;down trend
719620962094870500,$YHOO,shares climb
7177668,$EZPW,looks good for a few
12732850,$AAPL,at pivot area on intraday chart
719811329922625500,$AMZN,diversifies risk;$;best place in the world
711712771675652100,$TSLA,I think this $TSLA bubble might go on for some time
719634617465081900,$YHOO,private equity for Yahoo bid
710211237058093000,$WMT,Oil To Break Out;$;Adding Chevron
719937548668256300,$AAL,s Anglo American jumps 9%
18038613,$BRCM,raises revenue forecast
9393661,$SPY,market has a lot of faith in the ECB
31143613,$MSFT,Largest Online Gaming Market
719661137411747800,$JNPR,cuts outlook down
8746240,$QCOR,a little pullback
5512185,$SSO,Possible target
30741682,$HPJ,short sighted sellers will be sorry soon
38028268,$LPTH,$LPTH hot
709483088603119600,$BMRN,likely to strongly benefit from #genetherapy
6783339,$HGSI,Good to load up Be confident
38793629,$PVA,congrats to whoever bought under
719486879842902000,$FB,$FB has 20 times the advertisers of $TWTR
719644552047362000,$YHOO,weak outlook
9182739,$EWJ,Tensions grow between China and Japan
24504842,$CSCO,looking to add a gold miner and possibly lower pe tech name into close
38240250,$PBMD,investment validates company
719525463878557700,$FB,
719556016749330400,$W,Why is $tsla not available for shorting at this time? Same for $w?
32427089,$DTV,Quality Stocks With High Cash Returns
11149717,$HLF,Broken Stock;$;downside possibility;$;I will initiate a new short position
35559365,$AAPL,finally breaking under the 49 M.A;$;no buybacks this week
711910931937112000,$EROS,$EROS gets clean bill of health after audit.
719923191058210800,$GILD,shopping spree may continue!
710187873492983800,$HZNP,who won't pay anymore;$;REAL risk
709398139195641900,$CTRP,adding $expe and $pcln to the mix soon;$;I already have $CTRP and $trip
709765435546185700,$NEIK,Strong Buy
13286015,$TXRH,EPS were Up 19% from the same quarter last year
710863854381563900,$BAC,Unusual Call Activity
29679970,$CO,4-star analyst Scott Henry from Roth Capital reiterated a BUY
39048791,$WYNN,I'm going in tomorrow evening :-)
719884758520606700,$FB,$FB squeezing from one side;$;
719534350509948900,$AAPL,sees #Apple at $150/share in a year (+36% from today)
719725258480046100,$TSLA,Tomorrow might be a rare buy $tsla day
6003051,$BMO,In play tmrw
27434594,$SPY,In for 195 calls at .78
710863854381563900,$EEM,Unusual Call Activity
710130452808536000,$MSFT,CALLS were getting hot...today getting paid
13277173,$PAY,Still not breaking out
5514207,$FXI,$FXI +2.93%
22167633,$FB,Facebook Is Trying To Get Into Payments
25330712,$CSOD,I am excited about all these plays
6206304,$FIO,get in on the ground floor of $FIO
711956003999211500,$BIB,91 now support
710849407844028400,$AMZN,reat comeback by $AMZN;$;great comeback by $AMZN
719529978308603900,$NXPI,new high for 2016
6763560,$AAPL,still on track for $500
10103332,$CAT,if gaps down will probly open at ;$;and get worse these puts were stupid cheap
709777793798656000,$RF,Unusual Call Activity
719513471289860100,$YHOO,Daily Mail may own Yahoo!!
710620435121971200,$NFLX,Top Stocks in 2015 are Ready to Lead Again in 2016
29712507,$HAL,not getting in;$;oil is falling more
24229806,$APP,"competing bids to emerge, and will permit the Board to explore other value-enhancing alternatives, all with the objective of maximizing"
27655637,$GTAT,the resurgence in stock price today might mean that the company may emerge stronger than ever
719563779378438100,$SBRY,Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets
719535349379285000,$FB,Long;$;buying point
26218325,$PLUG,bear raid
719519346557657100,$SPY,#trading weak vs. $SPY & $QQQ
21368480,$MSFT,short
719500525914492900,$AAPL,Expects Strong Results
7737263,$CALX,$CALX +40
719532321855025200,$TSLA,One of the more obvious opportunities this year
18249994,$BAC,holding up relatively well compared to the broad market
23416197,$HRL,i would rather be a buyer UGAZ at these levels then trying to sell
26943825,$VIPS,will go up much higher after this drop.
719528681605959700,$PYPL,I dumped $PYPL and $PRLB
7139227,$SPPI,the real deal here...HOLDING
24458298,$INO,large players are selling
719478441544925200,$EURUSD,Yahoo extends bidding deadline as interest grows
29012822,$FCX,Could offer support revisit to jump on long bus?
719523247604285400,$SBUX,NEW Positive Timing Signal
14695795,$BBRY,will bring good news in time
719597174946992100,$HOT,Shareholders welcome Marriott-Starwood deal
711946103189426200,$PYPL,Big winner;$;Long
7284904,$AAPL,those short are holding their breath hoping for a miracle
6135022,$GS,back in
719535831040401400,$SPY,Market seems like it's about to roll over here;$;Look out below!
13028004,$VECO,LED light bulb prices rise in Japan
12108658,$LNKD,over 100% upside left from here in next 6 mnths
6148018,$SPY,Bears Take a Clear Near Term Advantage
17025255,$FB,Topeka Capital Markets thinks so;$;Is $FB a BUY?
710863854381563900,$GS,Unusual Call Activity
9346026,$AMRN,No one want to miss out on any great new;$;patent new nxt wk
719909604654624800,$SCTY,Most bullish stocks on Twitter during this dip
719575574101016600,$SPY,loading $SPY and $AAPL puts;$;think were toppy
709745040826966000,$LUV,airlines battle for Cuba routes $AAL $LUV $SAVE $JBLU
719927267867103200,$TSLA,Pullback_Time
13552568,$BBRY,another 30% on $BBRY 16 weekly puts
5466785,$WYNN,red before the bell
719945914270556200,$GOOG,$FB is taking the shine off $AAPL and $GOOG
33296832,$AAPL,rally mode
709779449663721500,$IVZ,Short Setups Looking Nice....Really Nice
5703818,$AAPL,becoming such a disaster;$;Better returns elsewhere
10041230,$LYB,entry idea;$;coming out of a narrow intraday range with yesterdays high still above
719574026134237200,$AAPL,$AAPL killed former; killing latter
5679790,$WTS,best stock: $WTS +15%
5801762,$TIBX,Insider selling probably the reason
13415559,$HMC,Looking for $HMC stock to make new 2013 high
22410112,$GLUU,33.0% decreased bullish conversations
719665168431456300,$IPG,Breakout watch
708960045799759900,$F,Insiders Are Selling
719528591168565200,$STX,strong weekly led to buy rec last week;$;Daily RS improving
719599233280512000,$GOOG,trails $MSFT $ORCL $GOOG $CRM $ADBE
28127317,$CYTR,$CYTR AF bashing
719549796994814000,$AMGN,Out of $AMGN one year later;$;I'm tired of waiting here
8056516,$WGO&,was right to reject the offer
8168244,$UNG,Bot more $UNG puts
710580416634171400,$AAPL,right at the top of thre cloud
5350721,$TZA,Buying $TZA calls
19869247,$NDX,closed Friday with the RS line in new highs
15208067,$CLF,Rising steel demand and higher prices in both steel and coal;$;Cash Magnet
719849703106551800,$ATVI,Pie In The Sky
710232348738986000,$FB,Fed cuts rates forecast;$;Our calls go 100%
10932475,$AAPL,Adding to the Puts
9739175,$AAPL,anyone who stayed long $AAPL made plenty $
35161526,$OPK,Like this one a lot.
709777793798656000,$HTZ,Unusual Call Activity
15479707,$BBRY,Actually lost .03c per share
719532032305573900,$ULTA,Our updated #core4 portfolio
36961143,$AAPL,Dips being bought up real quick
719614954500857900,$CFG,Highest call to put ratio
5898485,$ACOM,Downside breakout looks to be coming soon
719540521576882200,$AMZN,Equities recently tagged #undervalued
719869785249460200,$TRIP,maintains Neutral rating at JP Morgan;$;PT cut
719656300863299600,$VIAB,heapest #stock by PE in Television Services industry;$;PE 8.18 vs.avg. 26.864779
24946705,$ACRX,hell yeah ill take that fill all day long baby
719545628985004000,$NFLX,Pot. cont. Uptrend LONGERTERM
711022398322008000,$ISRG,Break out confirmed;$;Bought Leaps
30800444,$DNKN,Perfect buy there
35143213,$GPRO,Long $GPRO for a brealout trade
719623898627616800,$SBUX,Digital Strategy To Drive Significant Growth With Customer Loyalty
5849433,$IP,Double bottom;$;handle buy point
719503915591413800,$BBBY,stock options trade would have more than doubled your money
27783065,$RXII,This company's tech works you better load up while you can
710221245716021200,$GOOG,Report: Apple signs up for Google's cloud
709738392968364000,$AAPL,run Forest run!!
719950370294792200,$ITC,Aggressive Buy
719859934662365200,$AAPL,"A year after its launch, itÃ¢â‚¬â„¢s now clear that pretty much no one needs an $AAPL Watch"
35243913,$ENB.CA,bullish reversal setup and breakout
719530483898421200,$NFLX,$NFLX holding it's gain
5679790,$EK,Worst performers today;$; $EK -10%
15256814,$AAPL,My guess is that $AAPL buys back after;$;catch the pinners off guard
719652260322476000,$BLUE,Today's losers
5481072,$SDS,bearish outside day
719571578892206100,$FB,Commodity Channel Index Indicator signaled a Oversold
709382760092160000,$TSLA,can't get back above $212.20
719914922310643700,$EBAY,launching shopping bot;$;catalyst2016;$;#catalyst2016
719519768349249500,$TSLA,yeah lets go down
719612808913006600,$FB,held below;$;double TOP
709580205204099100,$REGN,above its lower Bollinger Band
37400198,$FREE,Heeeeeere comes the pump!;$;So glad I picked up 9K end of day!;$;Get ready for the bull ride!
719547552874512400,$AAL,Airplane And Hospitality Industries Set Their Sights On #Cuba
708355634857529300,$LNC,Sector Stocks Leading Today
710145820939706400,$ADBE,Impressive numbers
35596867,$XLU,trying to break >50-Day SMA
26722177,$RXII,still holding from 226 yday
5670556,$TZA,
38242955,$CPIX,Hopefully will pull back
6190411,$MU,"looking for a healthy pull back, but longterm target 8"
36657723,$PAL,lost huge but still hopeful
8301393,$AAPL,rejected the hod;$;should head lower
33349961,$AMZN,short/put positions looking good here;$;Wait for market downturn to confirm
13998560,$SPY,shorting this pig
710211237058093000,$CSCO,Oil To Break Out;$;Adding Chevron
37081094,$XLE,till failing to close above the 10D MA;$;continues to stand out weak
719545488702177300,$M,Five Stocks that Helped Starboard ValueÃ¢â‚¬â„¢s Equity Portfolio Return 6.5% in Q1
16084152,$AAPL,Active puts
719869647907110900,$SBUX,Deutsche Bank cuts $SBUX
708355634857529300,$DHI,Sector Stocks Leading Today
24943436,$FTI,Breakout today after reporting earnings last night
709779449663721500,$AMGN,Short Setups Looking Nice....Really Nice
7043040,$AAPL,Sold Jan 2013 $580 puts on the lows of the pull back
711720585143967700,$FB,orgetting the potential relative value of its users
5359914,$TZA,Letting the calls ride solo now
719555610497273900,$AMZN,$AMZN +1.28%
5514207,$SLW,$SLW +1.68%
719905344957222900,$IBM,"Google, IBM, ARM And AMD Begin The Assault On Intel's Server Franchise"
5853626,$AAPL,buy;$;not the end of the world
719497506808328200,$INTU,$INTU ;$;ises as a Cloud Software Company.
7678713,$QCOM,"Sorry Longs, Correction mode"
12248515,$GE,LONGS
719891827529281500,$INTC,finally some nice downside move;$; looking for the 31 handle to break
12319255,$UVXY,Take a shot from
21130209,$SPY,Relief rally becomes belief rally?
710060125063614500,$FB,SELL ;$;FB
13134473,$AAPL,Its time to buy
19388705,$GA,new 'large player sells'
31143613,$NQ,Largest Online Gaming Market
719544293606735900,$WDC,Notable gainers among liquid option names this morning
9099325,$AAPL,i see a big down day in the near future
12248515,$SWHC,LONGS
21985811,$DDD,Hope they Crush it!
19639364,$CTRP,China winners
21382309,$AA,Downbeaten stocks may be ripe for buys
30827588,$AREX,"With Oil Prices Down further, Oil Stocks Looking Less Cheap"
5285681,$TZA,still in
719884784672120800,$AAPL,upper trend line is the approximate position of the 200dma;$;Bias is up
35898170,$BIOC,Wow! Biocept is among the best under 5 stocks.
14631536,$OSUR,up 33% since 6/25 buy signal
5983670,$LNT,Increases Annual Dividend
25816362,$TWTR,"all on a longer-term, technical swing long basis."
719528411430051800,$TSLA,may feed off $TSLA momentum run lately.
709741154393133000,$CVX,overbought
5462494,$SPY,The support is now at
38960261,$MCD,looks set to fall further
8658550,$AGU,pretty steady accumulation off support
709834259687710700,$ZYNE,Biggest Market Losers
719536774821867500,$MINE,Buy Call!
30506310,$GPRO,Closes Near Key Support Zone
719869800726544400,$BIDU,Alibaba invests in Southeast Asian retailer Lazada;$;$BIDU
21272771,$NFLX,getting their wings clipped today
15852778,$RNN,staying above the open a very good sign!!!
719520125582504000,$MFA,downgrade
14308451,$SLV,"AWFUL, down from"
9430169,$CSCO,getting killed on $CSCO calls
22514242,$ATRS,support - hope it holds or look out
719609780000657400,$OASM,$OASM is 'grossly undervalued
8054825,$FB,is a thumb down so far;$;No like;$;It was supported by the IPO maker
5426139,$AAPL,could possibly even see425
5540055,$F,Putting on a little $F short
719540521576882200,$GPRO,Equities recently tagged #undervalued
719847471036375000,$NFLX,$NFLX higher than I expecte
8896901,$AAPL,short;$;doesn't move upward w/ conviction
7867073,$HLF,Failed breakouts & failed setups;$;Limping on crutches into next week
33983714,$XLU,long April $44 calls
7817758,$AAPL,Sell signal hit at;$;it will go down for the next 5 min
5684290,$FIX,Revenues $328.1M vs $328.18M Est
29960476,$QQQ,$QQQ ;$;watch for a close near HOD
5819749,$LNKD,short worked;$;puts up 50%
710060125063614500,$GOOGL,SELL;$;GOOGL
719909604654624800,$GOOGL,Most bullish stocks on Twitter during this dip
19135590,$NQ,This stock is just consolidating through accumulation;$;Will be funny to see shorts get creamed
8870370,$HZNP,"put money in $hznp better option, because drug already make money"
8307465,$ARNA,Be cautious here if u are late to the party
709818213618442200,$ENDP,now Long
10932475,$AMZN,Adding to the Puts
719571725420269600,$YHOO,Yahoo's getting lots of attention
11781180,$COMPQ,all going down
719473167945732100,$ACET,Monday sold
719627739347755000,$MSFT,Windows 10 is awful
719665168431456300,$NLSN,Breakout watch
34366754,$PLUG,Looking good
7800016,$SU,should reward better on good earnings
719904304207962100,$ALK,record number of passengers served in 2015
710541213422776300,$GOOGL,"breaking 759, eyes on 755;$;next buy target is 737.5 on down to 732"
30800471,$JCP,Worst stock of 2015.
719904304207962100,$DAL,record number of passengers served in 2015
719535349379285000,$NFLX,Long;$;buying point
7867073,$SBH,Failed breakouts & failed setups;$;Limping on crutches into next week
719535349379285000,$AAPL,Long;$;buying point
7820993,$YOKU,Chinese ADR's are heading higher
719530996681568300,$BLUE,Another Sell Rating
12767826,$SPN,Institutions seem to like this class of stocks
13673151,$AAPL,people think it's safe from the market drops......NOT!!
710117230718148600,$AAPL,$AAPL is losing
719596613874745300,$FB,bear flag on hr chart!;$;get ready to buy tha DIP
26491756,$PLUG,Balance sheet value is penney stock
719551394798268400,$APC,Watchlist Top Stocks
711874109286711300,$TSLA,upgraded to Buy @ Argus
719607788364832800,$AAPL,weekly still under the 50 moving average;$;creating a lower high
719572485251973100,$TSLA,tock still green
719699054645612500,$CWEI,Bottom Losses
22409313,$LF,Buy the dip'
8063870,$FB,It's like Christmas in May
719683753916899300,$FB,FB's a glorified scrapbook
27018625,$SLV,Going lower;$;Forget about it or go short
719872154641244200,$MT,Slips on Downgrade
5359658,$FIO,market tanking;$;scaling down longs now
710594321481801700,$ICLR,#oversold
17919593,$QIHU,Looks like good entry for $QIHU here.
711956003999211500,$IBB,91 now support
9182739,$EWH,Tensions grow between China and Japan
719517217247735800,$SA,In Play Longs
719699054645612500,$CTRP,Bottom Losses
13946775,$SPY,chart shows distinctive down channel ;$;not a dip
14898527,$FB,churning in high volume;$;Lot's of sellers trying to get out
17807004,$P,if u think pandora is the game changer please check spotfy...
9655994,$AMRN,support at 12.50
719909604654624800,$STZ,Most bullish stocks on Twitter during this dip
14374679,$MCP,it's ok if you short or go long;$;everyone can win when a stock moves around
719520383699824600,$GOOGL,Pivotal sees 27% upside for Alphabet
719572927562297300,$TSLA,recalls
719559558494969900,$CTRP,breaking out here on good vol and a parser buy signal
719699054645612500,$OASM,Bottom Losses
719508490616762400,$FB,$FB +34% vs. +5.7%
6132955,$AAPL,"This is too easy, just sell the open every day"
